Application_Name,Date,Volume_B2B_Miilon,Value_B2B_Cr,Volume_B2C_Million,Value_B2C_Cr,Volume_Milllion,Value_Cr,Volume_Customer_Million,Value_Customer_Cr
Janta Sahakari Bank App,01-12-2022 00:00,0,0,0,0,0.01,4.58,0.01,4.58
Janta Sahakari Bank App,01-01-2023 00:00,0,0,0,0,0.01,3.98,0.01,3.98
Janta Sahakari Bank App,01-03-2023 00:00,0,0,0,0,0.01,3.74,0.01,3.74
Jio Payments Bank App,01-01-2022 00:00,0,0,0,0,2.05,114.39,2.05,114.39
Jio Payments Bank App,01-02-2022 00:00,0,0,0,0,1.97,111.85,1.97,111.85
Jio Payments Bank App,01-03-2022 00:00,0,0,0,0,2.27,129.5,2.27,129.5
Jio Payments Bank App,01-04-2022 00:00,0,0,0,0,2.1,126.25,2.1,126.25
Jio Payments Bank App,01-05-2022 00:00,0,0,0,0,2.08,127.88,2.08,127.88
Jio Payments Bank App,01-06-2022 00:00,0,0,0,0,1.87,116.34,1.87,116.34
Jio Payments Bank App,01-07-2022 00:00,0,0,0,0,1.9,116.59,1.9,116.59
Jio Payments Bank App,01-08-2022 00:00,0,0,0,0,1.85,113.28,1.85,113.28
Jio Payments Bank App,01-09-2022 00:00,0,0,0,0,1.4,90.36,1.4,90.36
Jio Payments Bank App,01-10-2022 00:00,0,0,0,0,1.38,98.87,1.38,98.87
Jio Payments Bank App,01-11-2022 00:00,0,0,0,0,1.31,96.23,1.31,96.23
Jio Payments Bank App,01-12-2022 00:00,0,0,0,0,1.48,104.71,1.48,104.71
Jio Payments Bank App,01-01-2023 00:00,0,0,0,0,1.59,108.84,1.59,108.84
Jio Payments Bank App,01-02-2023 00:00,0,0,0,0,1.5,104.03,1.5,104.03
Jio Payments Bank App,01-03-2023 00:00,0,0,0,0,1.68,118.72,1.68,118.72
Jio Payments Bank App,01-04-2023 00:00,0,0,0,0,1.49,112.21,1.49,112.21
Jio Payments Bank App,01-05-2023 00:00,0,0,0,0,1.56,119.8,1.56,119.8
Jio Payments Bank App,01-06-2023 00:00,0,0,0,0,1.35,113.2,1.4,113.2
Jio Payments Bank App,01-07-2023 00:00,0,0,0,0,1.34,114.12,1.34,114.12
Jio Payments Bank App,01-08-2023 00:00,0,0,0,0,1.42,113.65,1.42,113.65
Jio Payments Bank App,01-09-2023 00:00,0,0,0,0,1.44,108.84,1.44,108.84
Jio Payments Bank App,01-10-2023 00:00,0,0,0,0,1.35,112.84,1.35,112.84
Jio Payments Bank App,01-11-2023 00:00,0,0,0,0,1.26,117.05,1.26,117.05
Jio Payments Bank App,01-12-2023 00:00,0,0,0,0,1.35,125.06,1.35,125.06
Jio Payments Bank App,01-01-2024 00:00,0,0,0,0,1.51,137.62,1.51,137.62
Jio Payments Bank App,01-02-2024 00:00,0,0,0,0,1.64,145.51,1.64,145.51
Jio Payments Bank App,01-03-2024 00:00,0,0,0,0,3.18,263.81,3.18,263.81
Jio Payments Bank App,01-04-2024 00:00,0,0,0,0,1.87,164.17,1.87,164.17
Jio Payments Bank App,01-05-2024 00:00,0,0,0,0,2.02,170.98,2.02,170.98
Jio Payments Bank App,01-06-2024 00:00,0,0,0,0,2.33,186.62,2.33,186.62
Jio Payments Bank App,01-07-2024 00:00,0,0,0,0,2.53,199.65,2.53,199.65
Jio Payments Bank App,01-08-2024 00:00,0,0,0,0,2.62,201.6,2.62,201.6
Jio Payments Bank App,01-09-2024 00:00,0,0,0,0,2.79,212.23,2.79,212.23
Jio Payments Bank App,01-10-2024 00:00,0,0,0,0,3.23,269.69,3.23,269.69
Jio Payments Bank App,01-11-2024 00:00,0,0,0,0,3.18,263.81,3.18,263.81
Jupiter Money,01-01-2022 00:00,0,0,0,0,1.02,156.15,1.02,156.15
Jupiter Money,01-02-2022 00:00,0,0,0,0,1.13,140.79,1.13,140.79
Jupiter Money,01-03-2022 00:00,0,0,0,0,1.32,164.8,1.32,164.8
Jupiter Money,01-04-2022 00:00,0,0,0,0,0.01,0.43,0.01,0.43
Jupiter Money,01-04-2022 00:00,0,0,0,0,1.47,186.13,1.47,186.13
Jupiter Money,01-05-2022 00:00,0,0,0,0,0.1,5.74,0.1,5.74
Jupiter Money,01-05-2022 00:00,0,0,0,0,1.79,215.44,1.79,215.44
Jupiter Money,01-06-2022 00:00,0,0,0,0,0.13,8.72,0.13,8.72
Jupiter Money,01-06-2022 00:00,0,0,0,0,1.89,223.22,1.89,223.22
Jupiter Money,01-07-2022 00:00,0,0,0,0,2.1,254.14,2.1,254.14
Jupiter Money,01-08-2022 00:00,0,0,0,0,2.03,249.2,2.03,249.2
Jupiter Money,01-09-2022 00:00,0,0,0,0,2.09,259.71,2.09,259.71
Jupiter Money,01-10-2022 00:00,0,0,0,0,2.18,280.43,2.18,280.43
Jupiter Money,01-11-2022 00:00,0,0,0,0,2.16,275.52,2.16,275.52
Jupiter Money,01-12-2022 00:00,0,0,0,0,2.53,318.03,2.53,318.03
Jupiter Money,01-01-2023 00:00,0,0,0,0,2.49,323.88,2.49,323.88
Jupiter Money,01-02-2023 00:00,0,0,0,0,2.39,314.07,2.39,314.07
Jupiter Money,01-03-2023 00:00,0,0,0,0,2.66,358.12,2.66,358.12
Jupiter Money,01-04-2023 00:00,0,0,0,0,2.72,380.27,2.72,380.27
Jupiter Money,01-05-2023 00:00,0,0,0,0,2.94,415.04,2.94,415.04
Jupiter Money,01-06-2023 00:00,0,0,0,0,0.21,11.3,0.2,11.3
Jupiter Money,01-06-2023 00:00,0,0,0,0,2.96,424.8,3,424.8
Jupiter Money,01-07-2023 00:00,0,0,0,0,3.27,466.39,3.27,466.39
Jupiter Money,01-08-2023 00:00,0,0,0,0,3.94,500.95,3.94,500.95
Jupiter Money,01-09-2023 00:00,0,0,0,0,4.05,529.64,4.05,529.64
Jupiter Money,01-10-2023 00:00,0,0,0,0,4.45,571.06,4.45,571.06
Jupiter Money,01-11-2023 00:00,0,0,0,0,4.29,577.81,4.29,577.81
Jupiter Money,01-12-2023 00:00,0,0,0,0,4.86,656.67,4.86,656.67
Jupiter Money,01-01-2024 00:00,0,0,0,0,0.05,14.71,0.05,14.71
Jupiter Money,01-01-2024 00:00,0,0,0,0,4.97,665.54,4.97,665.54
Jupiter Money,01-02-2024 00:00,0,0,0,0,5,669.43,5,669.43
Jupiter Money,01-03-2024 00:00,0,0,0,0,6.02,825.36,6.02,825.36
Jupiter Money,01-04-2024 00:00,0,0,0,0,0.14,22.88,0.14,22.88
Jupiter Money,01-04-2024 00:00,0,0,0,0,5.92,710.69,5.92,710.69
Jupiter Money,01-05-2024 00:00,0,0,0,0,6.07,769.1,6.07,769.1
Jupiter Money,01-06-2024 00:00,0,0,0,0,5.63,750.68,5.63,750.68
Jupiter Money,01-07-2024 00:00,0,0,0,0,5.76,781.04,5.76,781.04
Jupiter Money,01-08-2024 00:00,0,0,0,0,6.04,807.39,6.04,807.39
Jupiter Money,01-09-2024 00:00,0,0,0,0,6.13,810.01,6.13,810.01
Jupiter Money,01-10-2024 00:00,0,0,0,0,6.36,873.89,6.36,873.89
Jupiter Money,01-11-2024 00:00,0,0,0,0,6.02,825.36,6.02,825.36
Karnataka Bank App,01-01-2022 00:00,0,0,0,0,0.25,31.19,0.25,31.19
Karnataka Bank App,01-02-2022 00:00,0,0,0,0,0.25,31.35,0.25,31.35
Karnataka Bank App,01-03-2022 00:00,0,0,0,0,0.3,37.96,0.3,37.96
Karnataka Bank App,01-04-2022 00:00,0,0,0,0,0.27,35.58,0.27,35.58
Karnataka Bank App,01-05-2022 00:00,0,0,0,0,0.33,40.34,0.33,40.34
Karnataka Bank App,01-06-2022 00:00,0,0,0,0,0.32,43.13,0.32,43.13
Karnataka Bank App,01-07-2022 00:00,0,0,0,0,0.35,48.01,0.35,48.01
Karnataka Bank App,01-08-2022 00:00,0,0,0,0,0.38,55.32,0.38,55.32
Karnataka Bank App,01-09-2022 00:00,0,0,0,0,0.4,63.84,0.4,63.84
Karnataka Bank App,01-10-2022 00:00,0,0,0,0,0.43,76.62,0.43,76.62
Karnataka Bank App,01-11-2022 00:00,0,0,0,0,0.4,74.82,0.4,74.82
Karnataka Bank App,01-12-2022 00:00,0,0,0,0,0.48,91.09,0.48,91.09
Karnataka Bank App,01-01-2023 00:00,0,0,0,0,0.4,85.81,0.4,85.81
Karnataka Bank App,01-02-2023 00:00,0,0,0,0,0.39,88.38,0.39,88.38
Karnataka Bank App,01-03-2023 00:00,0,0,0,0,0.42,91.53,0.42,91.53
Karnataka Bank App,01-04-2023 00:00,0,0,0,0,0.51,110.35,0.51,110.35
Karnataka Bank App,01-05-2023 00:00,0,0,0,0,0.63,127.13,0.63,127.13
Karnataka Bank App,01-06-2023 00:00,0,0,0,0,0.61,125.9,0.6,125.9
Karnataka Bank App,01-07-2023 00:00,0,0,0,0,0.61,124.34,0.61,124.34
Karnataka Bank App,01-08-2023 00:00,0,0,0,0,0.65,127.83,0.65,127.83
Karnataka Bank App,01-09-2023 00:00,0,0,0,0,0.62,125.7,0.62,125.7
Karnataka Bank App,01-10-2023 00:00,0,0,0,0,0.69,138.58,0.69,138.58
Karnataka Bank App,01-11-2023 00:00,0,0.01,0,0,0.68,138.92,0.68,138.91
Karnataka Bank App,01-12-2023 00:00,0,0.01,0,0,0.72,144.89,0.72,144.87
Karnataka Bank App,01-01-2024 00:00,0,0,0,0,0.67,144.11,0.67,144.11
Karnataka Bank App,01-02-2024 00:00,0,0,0,0,0.41,85.93,0.41,85.93
Karnataka Bank App,01-03-2024 00:00,0,0,0,0,0.18,38.31,0.18,38.31
Karnataka Bank App,01-04-2024 00:00,0,0,0,0,0.15,27.18,0.15,27.18
Karnataka Bank App,01-05-2024 00:00,0,0,0,0,0.16,30,0.16,30
Karnataka Bank App,01-06-2024 00:00,0,0,0,0,0.18,33.55,0.18,33.54
Karnataka Bank App,01-07-2024 00:00,0,0,0,0,0.19,39.14,0.19,39.14
Karnataka Bank App,01-08-2024 00:00,0,0,0,0,0.19,39.14,0.19,39.14
Karnataka Bank App,01-09-2024 00:00,0,0,0,0,0.15,31.93,0.15,31.93
Karnataka Bank App,01-10-2024 00:00,0,0,0,0,0.16,34.88,0.16,34.88
Karnataka Bank App,01-11-2024 00:00,0,0,0,0,0.18,38.31,0.18,38.31
Karur Vysya Bank App,01-01-2022 00:00,0,0,0,0,0.04,17.37,0.04,17.37
Karur Vysya Bank App,01-02-2022 00:00,0,0,0,0,0.04,17.17,0.04,17.17
Karur Vysya Bank App,01-03-2022 00:00,0,0,0,0,0.04,18.29,0.04,18.29
Karur Vysya Bank App,01-04-2022 00:00,0,0,0,0,0.04,18.54,0.04,18.54
Karur Vysya Bank App,01-05-2022 00:00,0,0,0,0,0.04,17.69,0.04,17.69
Karur Vysya Bank App,01-06-2022 00:00,0,0,0,0,0.04,15.91,0.04,15.91
Karur Vysya Bank App,01-07-2022 00:00,0,0,0,0,0.04,15.66,0.04,15.66
Karur Vysya Bank App,01-08-2022 00:00,0,0,0,0,0.04,16.54,0.04,16.54
Karur Vysya Bank App,01-09-2022 00:00,0,0,0,0,0.04,16.74,0.04,16.74
Karur Vysya Bank App,01-10-2022 00:00,0,0,0,0,0.04,17.62,0.04,17.62
Karur Vysya Bank App,01-11-2022 00:00,0,0,0,0,0.04,16.23,0.04,16.23
Karur Vysya Bank App,01-12-2022 00:00,0,0,0,0,0.04,14.87,0.04,14.87
Karur Vysya Bank App,01-01-2023 00:00,0,0,0,0,0.04,15.27,0.04,15.27
Karur Vysya Bank App,01-02-2023 00:00,0,0,0,0,0.04,14.78,0.04,14.78
Karur Vysya Bank App,01-03-2023 00:00,0,0,0,0,0.04,15.84,0.04,15.84
Karur Vysya Bank App,01-04-2023 00:00,0,0,0,0,0.04,14.19,0.04,14.19
Karur Vysya Bank App,01-05-2023 00:00,0,0,0,0,0.04,13.65,0.04,13.65
Karur Vysya Bank App,01-06-2023 00:00,0,0,0,0,0.04,14,0,14
Karur Vysya Bank App,01-07-2023 00:00,0,0,0,0,0.04,16.34,0.04,16.34
Karur Vysya Bank App,01-08-2023 00:00,0,0,0,0,0.05,16.11,0.05,16.11
Karur Vysya Bank App,01-09-2023 00:00,0,0,0,0,0.04,15.87,0.04,15.87
Karur Vysya Bank App,01-10-2023 00:00,0,0,0,0,0.04,16.95,0.04,16.95
Karur Vysya Bank App,01-11-2023 00:00,0,0,0,0,0.04,14.83,0.04,14.83
Karur Vysya Bank App,01-12-2023 00:00,0,0,0,0,0.04,13.69,0.04,13.69
Karur Vysya Bank App,01-01-2024 00:00,0,0,0,0,0.04,15.23,0.04,15.23
Karur Vysya Bank App,01-02-2024 00:00,0,0,0,0,0.04,15.42,0.04,15.42
Karur Vysya Bank App,01-03-2024 00:00,0,0,0,0,0.05,17.82,0.05,17.82
Karur Vysya Bank App,01-04-2024 00:00,0,0,0,0,0.05,18.94,0.05,18.94
Karur Vysya Bank App,01-05-2024 00:00,0,0,0,0,0.05,20.63,0.05,20.63
Karur Vysya Bank App,01-06-2024 00:00,0,0,0,0,0.05,18.73,0.05,18.73
Karur Vysya Bank App,01-07-2024 00:00,0,0,0,0,0.06,20.69,0.06,20.69
Karur Vysya Bank App,01-08-2024 00:00,0,0,0,0,0.06,21,0.06,21
Karur Vysya Bank App,01-09-2024 00:00,0,0,0,0,0.05,16.83,0.05,16.83
Karur Vysya Bank App,01-10-2024 00:00,0,0,0,0,0.05,18.4,0.05,18.4
Karur Vysya Bank App,01-11-2024 00:00,0,0,0,0,0.05,17.82,0.05,17.82
Kotak Mahindra Bank Apps,01-01-2022 00:00,0,0,0,0,6.88,1333.06,6.88,1333.06
Kotak Mahindra Bank Apps,01-02-2022 00:00,0,0,0,0,6.91,1383.3,6.91,1383.3
Kotak Mahindra Bank Apps,01-03-2022 00:00,0,0,0,0,7.92,1587.51,7.92,1587.51
Kotak Mahindra Bank Apps,01-04-2022 00:00,0,0,0,0,7.96,1684.35,7.96,1684.35
Kotak Mahindra Bank Apps,01-05-2022 00:00,0,2.19,0,0,8.5,1885,8.5,1882.81
Kotak Mahindra Bank Apps,01-06-2022 00:00,0,0,0.01,3.64,8.33,1762.28,8.33,1758.64
Kotak Mahindra Bank Apps,01-07-2022 00:00,0,0.46,0,0,8.86,1816.33,8.86,1815.87
Kotak Mahindra Bank Apps,01-08-2022 00:00,0,0,0,0,9.28,1939.14,9.28,1939.14
Kotak Mahindra Bank Apps,01-09-2022 00:00,0,0,0,0,10.52,2230.61,10.52,2230.6
Kotak Mahindra Bank Apps,01-10-2022 00:00,0,0,0,0,11.46,2426.65,11.46,2426.65
Kotak Mahindra Bank Apps,01-11-2022 00:00,0,0,0,0,10.93,2304.9,10.93,2304.9
Kotak Mahindra Bank Apps,01-12-2022 00:00,0,0.01,0,0,11.53,2480.18,11.53,2480.17
Kotak Mahindra Bank Apps,01-01-2023 00:00,0,0.01,0,0,12.14,2612.6,12.14,2612.59
Kotak Mahindra Bank Apps,01-02-2023 00:00,0,0.03,0,0,12.09,2521.65,12.09,2521.61
Kotak Mahindra Bank Apps,01-03-2023 00:00,0,0.01,0,0,13.77,2854.65,13.77,2854.64
Kotak Mahindra Bank Apps,01-04-2023 00:00,0,0.01,0,0,13.98,2845.65,13.98,2845.64
Kotak Mahindra Bank Apps,01-05-2023 00:00,0,0,0,0,16.31,3139.05,16.31,3139.04
Kotak Mahindra Bank Apps,01-06-2023 00:00,0,0,0,0,17.38,3202.5,17.4,3202.5
Kotak Mahindra Bank Apps,01-07-2023 00:00,0,0.01,0,0,18.56,3480.6,18.56,3480.59
Kotak Mahindra Bank Apps,01-08-2023 00:00,0.01,2.88,0,0,21.17,3678.04,21.16,3675.16
Kotak Mahindra Bank Apps,01-09-2023 00:00,0,0.01,0,0,21.57,3737.26,21.57,3737.25
Kotak Mahindra Bank Apps,01-10-2023 00:00,0,0,0,0,23.83,4205.77,23.83,4205.76
Kotak Mahindra Bank Apps,01-11-2023 00:00,0,0,0,0,23.88,4341.61,23.88,4341.61
Kotak Mahindra Bank Apps,01-12-2023 00:00,0,0,0,0,26.36,4738.2,26.36,4738.2
Kotak Mahindra Bank Apps,01-01-2024 00:00,0,0,0,0,28.24,4981.01,28.24,4981.01
Kotak Mahindra Bank Apps,01-02-2024 00:00,0,0,0,0,31.5,5127.03,31.5,5127.03
Kotak Mahindra Bank Apps,01-03-2024 00:00,0,0,0,0,47.35,6583.09,47.35,6583.09
Kotak Mahindra Bank Apps,01-04-2024 00:00,0,0,0,0,41.54,6101.88,41.54,6101.88
Kotak Mahindra Bank Apps,01-05-2024 00:00,0,0,0,0,43.41,6178.23,43.41,6178.23
Kotak Mahindra Bank Apps,01-06-2024 00:00,0,0,0,0,42.65,6073.08,42.65,6073.08
Kotak Mahindra Bank Apps,01-07-2024 00:00,0,0,0,0,44.8,6488.28,44.8,6488.28
Kotak Mahindra Bank Apps,01-08-2024 00:00,0,0,0,0,46.94,6349,46.94,6349
Kotak Mahindra Bank Apps,01-09-2024 00:00,0,0,0,0,47.14,6413.16,47.14,6413.16
Kotak Mahindra Bank Apps,01-10-2024 00:00,0,0,0,0,51.92,7565.22,51.92,7565.22
Kotak Mahindra Bank Apps,01-11-2024 00:00,0,0,0,0,47.35,6583.09,47.35,6583.09
Kredit.Pe #,01-03-2024 00:00,0,0,0,0,0.02,2.67,0.02,2.67
Kredit.Pe #,01-11-2024 00:00,0,0,0,0,0.02,2.67,0.02,2.67
LivQuick PPI,01-03-2023 00:00,0,0,0,0,0.01,0.64,0.01,0.64
LivQuick PPI,01-02-2024 00:00,0,0,0,0,0.09,28.75,0.09,28.75
MakeMyTrip,01-01-2022 00:00,0,0,0,0,0.06,19.63,0.06,19.63
MakeMyTrip,01-02-2022 00:00,0,0,0,0,0.08,33.03,0.08,33.03
MakeMyTrip,01-03-2022 00:00,0,0,0,0,0.1,47.1,0.1,47.1
MakeMyTrip,01-04-2022 00:00,0,0,0,0,0.09,41.18,0.09,41.18
MakeMyTrip,01-05-2022 00:00,0,0,0,0,0.09,43.26,0.09,43.26
MakeMyTrip,01-06-2022 00:00,0,0,0,0,0.11,51.45,0.11,51.45
MakeMyTrip,01-07-2022 00:00,0,0,0,0,0.13,58.19,0.13,58.19
MakeMyTrip,01-08-2022 00:00,0,0,0,0,0.15,62.67,0.15,62.67
MakeMyTrip,01-09-2022 00:00,0,0,0,0,0.1,47.83,0.1,47.83
MakeMyTrip,01-10-2022 00:00,0,0,0,0,0.07,31.85,0.07,31.85
MakeMyTrip,01-11-2022 00:00,0,0,0,0,0.02,7.69,0.02,7.69
MakeMyTrip,01-12-2022 00:00,0,0,0,0,0.1,52.3,0.1,52.3
MakeMyTrip,01-01-2023 00:00,0,0,0,0,0.08,35.59,0.08,35.59
MakeMyTrip,01-02-2023 00:00,0,0,0,0,0.05,22.7,0.05,22.7
MakeMyTrip,01-03-2023 00:00,0,0,0,0,0.05,23.5,0.05,23.5
MakeMyTrip,01-04-2023 00:00,0,0,0,0,0.02,12.91,0.02,12.91
MakeMyTrip,01-05-2023 00:00,0,0,0,0,0.02,8.01,0.02,8.01
MakeMyTrip,01-06-2023 00:00,0,0,0,0,0.03,18.2,0,18.2
MakeMyTrip,01-07-2023 00:00,0,0,0,0,0.04,19.92,0.04,19.92
MakeMyTrip,01-08-2023 00:00,0,0,0,0,0.04,20.49,0.04,20.49
MakeMyTrip,01-09-2023 00:00,0,0,0,0,0.04,21.32,0.04,21.32
MakeMyTrip,01-10-2023 00:00,0,0,0,0,0.04,21.47,0.04,21.47
MakeMyTrip,01-11-2023 00:00,0,0,0,0,0.04,22.58,0.04,22.58
MakeMyTrip,01-12-2023 00:00,0,0,0,0,0.04,22.2,0.04,22.2
MakeMyTrip,01-01-2024 00:00,0,0,0,0,0.03,15.48,0.03,15.48
MakeMyTrip,01-04-2024 00:00,0,0,0,0,0.04,19.32,0.04,19.32
MakeMyTrip,01-05-2024 00:00,0,0,0,0,0.04,18.12,0.04,18.12
MBK,01-01-2024 00:00,0,0,0,0,0.39,57.77,0.39,57.77
MI Pay,01-01-2022 00:00,0,0,0,0,0.27,40.51,0.27,40.51
MI Pay,01-02-2022 00:00,0,0,0,0,0.25,38.46,0.25,38.46
MI Pay,01-03-2022 00:00,0,0,0,0,0.24,36.02,0.24,36.02
MI Pay,01-04-2022 00:00,0,0,0,0,0.19,28.58,0.19,28.58
MI Pay,01-05-2022 00:00,0,0,0,0,0.2,33.9,0.2,33.9
MI Pay,01-06-2022 00:00,0,0,0,0,0.17,29.61,0.17,29.61
MI Pay,01-07-2022 00:00,0,0,0,0,0.16,26.98,0.16,26.98
MI Pay,01-08-2022 00:00,0,0,0,0,0.15,24.8,0.15,24.8
MI Pay,01-09-2022 00:00,0,0,0,0,0.03,3.87,0.03,3.87
Mobikwik,01-01-2022 00:00,0,0,0,0,3.87,886.55,3.87,886.55
Mobikwik,01-02-2022 00:00,0,0,0,0,3.78,755.89,3.78,755.89
Mobikwik,01-03-2022 00:00,0,0,0,0,3.6,739.25,3.6,739.25
Mobikwik,01-04-2022 00:00,0,0,0,0,2.37,421.47,2.37,421.47
Mobikwik,01-05-2022 00:00,0,0,0,0,2.46,397.7,2.46,397.7
Mobikwik,01-06-2022 00:00,0,0,0,0,2.31,404.63,2.31,404.63
Mobikwik,01-07-2022 00:00,0,0,0,0,2.48,462.17,2.48,462.17
Mobikwik,01-08-2022 00:00,0,0,0,0,2.84,562.95,2.84,562.95
Mobikwik,01-09-2022 00:00,0,0,0,0,3.04,632.71,3.04,632.71
Mobikwik,01-10-2022 00:00,0,0,0,0,3.28,708.12,3.28,708.12
Mobikwik,01-11-2022 00:00,0,0,0,0,3.46,762.67,3.46,762.67
Mobikwik,01-12-2022 00:00,0,0,0,0,3.62,806.82,3.62,806.82
Mobikwik,01-01-2023 00:00,0,0,0,0,3.49,785.48,3.49,785.48
Mobikwik,01-02-2023 00:00,0,0,0,0,3.39,804.92,3.39,804.92
Mobikwik,01-03-2023 00:00,0,0,0,0,3.64,937.98,3.64,937.98
Mobikwik,01-04-2023 00:00,0,0,0,0,3.48,923.59,3.48,923.59
Mobikwik,01-05-2023 00:00,0,0,0,0,3.59,997.92,3.59,997.92
Mobikwik,01-06-2023 00:00,0,0,0,0,3.58,1060.4,3.6,1060.4
Mobikwik,01-07-2023 00:00,0,0,0,0,0.02,3.63,0.02,3.63
Mobikwik,01-07-2023 00:00,0,0,0,0,3.79,1140.63,3.79,1140.63
Mobikwik,01-08-2023 00:00,0,0,0,0,3.96,1203.54,3.96,1203.54
Mobikwik,01-09-2023 00:00,0,0,0,0,3.92,1182.65,3.92,1182.65
Mobikwik,01-10-2023 00:00,0,0,0,0,0.02,2.15,0.02,2.15
Mobikwik,01-10-2023 00:00,0,0,0,0,4.43,1378.88,4.43,1378.88
Mobikwik,01-11-2023 00:00,0,0,0,0,0.06,8.71,0.06,8.71
Mobikwik,01-11-2023 00:00,0,0,0,0,4.52,1467.04,4.52,1467.04
Mobikwik,01-12-2023 00:00,0,0,0,0,0.28,38.53,0.28,38.53
Mobikwik,01-12-2023 00:00,0,0,0,0,4.95,1580.3,4.95,1580.3
Mobikwik,01-01-2024 00:00,0,0,0,0,5.19,1625.48,5.19,1625.48
Mobikwik,01-02-2024 00:00,0,0,0,0,6.28,1793.84,6.28,1793.84
Mobikwik,01-03-2024 00:00,0,0,0,0,16.63,2942.38,16.63,2942.38
Mobikwik,01-04-2024 00:00,0,0,0,0,9.76,2248.19,9.76,2248.19
Mobikwik,01-05-2024 00:00,0,0,0,0,11.12,2536.09,11.12,2536.09
Mobikwik,01-06-2024 00:00,0,0,0,0,11.59,2564.79,11.59,2564.79
Mobikwik,01-07-2024 00:00,0,0,0,0,9.11,2431.73,9.11,2431.73
Mobikwik,01-08-2024 00:00,0,0,0,0,14.94,3012.52,14.94,3012.52
Mobikwik,01-09-2024 00:00,0,0,0,0,16.07,2964.08,16.07,2964.08
Mobikwik,01-10-2024 00:00,0,0,0,0,17.2,2995.42,17.2,2995.42
Mobikwik,01-11-2024 00:00,0,0,0,0,16.63,2942.38,16.63,2942.38
Money View #,01-03-2024 00:00,0,0,0,0,0.02,2.77,0.02,2.77
Money View #,01-11-2024 00:00,0,0,0,0,0.02,2.77,0.02,2.77
Navi,01-10-2023 00:00,0,0,0,0,0.53,33.92,0.53,33.92
Navi,01-11-2023 00:00,0,0,0,0,0.6,37.44,0.6,37.44
Navi,01-12-2023 00:00,0,0,0,0,0.69,43.86,0.69,43.86
Navi,01-01-2024 00:00,0,0,0,0,0.96,54.5,0.96,54.5
Navi,01-02-2024 00:00,0,0,0,0,1.42,68.62,1.42,68.62
Navi,01-03-2024 00:00,0,0,0,0,152.95,8806.45,152.95,8806.45
Navi,01-04-2024 00:00,0,0,0,0,15.1,402.92,15.1,402.92
Navi,01-05-2024 00:00,0,0,0,0,29.72,958.09,29.72,958.09
Navi,01-06-2024 00:00,0,0,0,0,35.72,1769.66,35.72,1769.66
Navi,01-07-2024 00:00,0,0,0,0,68.47,3574.61,68.47,3574.61
Navi,01-08-2024 00:00,0,0,0,0,88.71,4651.32,88.71,4651.32
Navi,01-09-2024 00:00,0,0,0,0,120.41,6549.1,120.41,6549.1
Navi,01-10-2024 00:00,0,0,0,0,157.51,8841.9,157.51,8841.9
Navi,01-11-2024 00:00,0,0,0,0,152.95,8806.45,152.95,8806.45
NAVIAXIS,01-09-2023 00:00,0,0,0,0,0.27,17.75,0.27,17.75
Niyo Global,01-02-2024 00:00,0,0,0,0,0.02,4.04,0.02,4.04
Niyo Global,01-03-2024 00:00,0,0,0,0,0.09,52.41,0.09,52.41
Niyo Global,01-05-2024 00:00,0,0,0,0,0.04,22.56,0.04,22.56
Niyo Global,01-06-2024 00:00,0,0,0,0,0.05,24.78,0.05,24.78
Niyo Global,01-07-2024 00:00,0,0,0,0,0.06,28.59,0.06,28.59
Niyo Global,01-08-2024 00:00,0,0,0,0,0.08,40.29,0.08,40.29
Niyo Global,01-09-2024 00:00,0,0,0,0,0.09,49.74,0.09,49.74
Niyo Global,01-10-2024 00:00,0,0,0,0,0.1,55.57,0.1,55.57
Niyo Global,01-11-2024 00:00,0,0,0,0,0.09,52.41,0.09,52.41
NSDL Payments Bank App,01-01-2022 00:00,0,0,0,0,0.02,1.45,0.02,1.45
NSDL Payments Bank App,01-02-2022 00:00,0,0,0,0,0.02,1.77,0.02,1.77
NSDL Payments Bank App,01-03-2022 00:00,0,0,0,0,0.02,2.28,0.02,2.28
NSDL Payments Bank App,01-04-2022 00:00,0,0,0,0,0.02,2.32,0.02,2.32
NSDL Payments Bank App,01-05-2022 00:00,0,0,0,0,0.02,2.39,0.02,2.39
NSDL Payments Bank App,01-06-2022 00:00,0,0,0,0,0.02,2.44,0.02,2.44
NSDL Payments Bank App,01-07-2022 00:00,0,0,0,0,0.02,3.5,0.02,3.5
NSDL Payments Bank App,01-08-2022 00:00,0,0,0,0,0.02,2.85,0.02,2.85
NSDL Payments Bank App,01-09-2022 00:00,0,0,0,0,0.02,2.79,0.02,2.79
NSDL Payments Bank App,01-10-2022 00:00,0,0,0,0,0.02,3.13,0.02,3.13
NSDL Payments Bank App,01-11-2022 00:00,0,0,0,0,0.02,2.7,0.02,2.7
NSDL Payments Bank App,01-12-2022 00:00,0,0,0,0,0.02,2.95,0.02,2.95
NSDL Payments Bank App,01-01-2023 00:00,0,0,0,0,0.02,3,0.02,3
NSDL Payments Bank App,01-02-2023 00:00,0,0,0,0,0.02,3,0.02,3
NSDL Payments Bank App,01-03-2023 00:00,0,0,0,0,0.03,3.47,0.03,3.47
NSDL Payments Bank App,01-04-2023 00:00,0,0,0,0,0.02,3.42,0.02,3.42
NSDL Payments Bank App,01-05-2023 00:00,0,0,0,0,0.02,3.28,0.02,3.28
