UPI_Remitter_Banks,Date,Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Debit_Reversal_Success_percent,Total_Debit_Reversal_Count_In_Million,Total_Volume_In_Million
IDBI Bank,2024-09-01 00:00:00,0.9346,0.0598,0.0055,0.8034,0.75,167.82
Tamilnad Mercantile Bank,2023-05-01 00:00:00,0.9346,0.0603,0.0051,0.8998,0.06,23.92
City Union Bank,2024-01-01 00:00:00,0.9346,0.0623,0.0032,0.943,0.13,35.87
Union Bank of India,2024-03-01 00:00:00,0.9347,0.0514,0.014,0.5392,6.51,848.59
UCO Bank,2023-02-01 00:00:00,0.9347,0.0587,0.0066,0.7926,0.5,87.9
City Union Bank,2023-07-01 00:00:00,0.9347,0.0629,0.0024,1,0.084771,29.8
South Indian Bank,2022-09-01 00:00:00,0.9347,0.064,0.0013,0.8945,0.08,28.73
IndusInd Bank,2023-01-01 00:00:00,0.9348,0.0605,0.0047,0.9069,0.35,74.98
AU Small Finance Bank,2022-04-01 00:00:00,0.9348,0.0633,0.0019,0.0003,0.09,13.42
Indian Overseas Bank,2024-02-01 00:00:00,0.9349,0.0467,0.0184,0.9023,1.15,168.4
DBS Bank,2022-12-01 00:00:00,0.9349,0.0471,0.018,0.9894,0.07,20.13
The Jammu And Kashmir Bank,2024-06-01 00:00:00,0.9349,0.0486,0.0166,0.5407,0.38,65.45
Union Bank of India,2024-08-01 00:00:00,0.9351,0.0583,0.0065,0.6843,3.91,941.93
AU Small Finance Bank,2022-03-01 00:00:00,0.9351,0.0621,0.0028,0.0001,0.09,12.76
Punjab National Bank,2024-06-01 00:00:00,0.9353,0.0607,0.004,0.7621,3.12,783.7
South Indian Bank,2022-08-01 00:00:00,0.9353,0.0609,0.0038,96.48,0.1,27.96
Jammu and Kashmir Bank,2024-02-01 00:00:00,0.9354,0.0516,0.013,0.3563,0.46,46.57
Bank of India,2024-10-01 00:00:00,0.9354,0.0593,0.0054,0.7709,2.5,538.24
Kotak Mahindra Bank,2022-09-01 00:00:00,0.9356,0.0565,0.0079,0.9325,1.2,300.14
Indian Bank,2022-07-01 00:00:00,0.9356,0.0581,0.0062,0.9044,0.89,162.24
City Union Bank,2023-12-01 00:00:00,0.9356,0.061,0.0034,0.9431,0.11,34.96
Indian Overseas Bank,2022-11-01 00:00:00,0.9358,0.0527,0.0115,0.9466,0.49,95.82
YES Bank,2022-03-01 00:00:00,0.9358,0.0624,0.0018,0,0.12,61.53
IDFC First Bank,2023-12-01 00:00:00,0.9358,0.0638,0.0004,0.9045,0.25,75.11
Indian Overseas Bank,2022-08-01 00:00:00,0.9359,0.0574,0.0068,95.05,0.44,86.15
CITI Bank,2022-03-01 00:00:00,0.9359,0.0612,0.0029,0.8647,0.07,16.1
Bank of Maharashtra,2022-10-01 00:00:00,0.936,0.0514,0.0125,0.9059,0.91,88.07
Ujjivan Small Finance Bank,2023-08-01 00:00:00,0.936,0.0573,0.0067,0.56,0.14,31.03
Bank of Maharashtra,2022-11-01 00:00:00,0.9361,0.0469,0.017,0.4779,0.87,87.16
Karnataka Bank,2023-10-01 00:00:00,0.9361,0.0557,0.0082,0.79,0.27,90.33
Punjab National Bank,2022-10-01 00:00:00,0.9361,0.0571,0.0068,0.8238,0.82,333.94
YES Bank,2022-04-01 00:00:00,0.9361,0.0589,0.005,0,0.32,61.17
Punjab and Sind Bank,2023-11-01 00:00:00,0.9362,0.0583,0.0055,0.67,0.18,28.9
Federal Bank,2022-08-01 00:00:00,0.9362,0.0612,0.0025,95.97,0.41,109.19
Kerala Gramin Bank,2023-12-01 00:00:00,0.9363,0.0611,0.0027,0.92,0.08,25.29
Union Bank of India,2023-02-01 00:00:00,0.9364,0.0496,0.014,0.5432,4.03,472.1
Kotak Mahindra Bank,2024-01-01 00:00:00,0.9364,0.0519,0.0117,0.8949,2.08,600.83
Indian Bank,2023-01-01 00:00:00,0.9364,0.0559,0.0077,0.8456,1.04,213.14
Punjab National Bank,2024-05-01 00:00:00,0.9364,0.0605,0.0031,0.8742,3.19,785.36
IDFC First Bank,2024-08-01 00:00:00,0.9364,0.0613,0.0023,0.6158,0.38,89.97
South Indian Bank,2022-10-01 00:00:00,0.9364,0.0622,0.0014,0.9612,0.96,30.59
Ujjivan Small Finance Bank,2023-12-01 00:00:00,0.9365,0.0557,0.0078,0.688,0.19,36.67
Indian Overseas Bank,2022-01-01 00:00:00,0.9365,0.0603,0.0032,0.8581,0.36,56.35
IDFC First Bank,2024-09-01 00:00:00,0.9365,0.0614,0.0022,0.6052,0.4,89.72
Kotak Mahindra Bank,2024-03-01 00:00:00,0.9366,0.062,0.0014,0.9024,3.28,703.56
Bank of India,2024-04-01 00:00:00,0.9367,0.0502,0.0131,0.7073,2.61,439.7
ESAF Small Finance Bank Ltd,2023-09-01 00:00:00,0.9367,0.0528,0.0105,0.68,0.06,16.56
Karur Vysya Bank,2023-10-01 00:00:00,0.9367,0.0571,0.0062,0.93,0.26,56.39
IDBI Bank,2024-10-01 00:00:00,0.9367,0.0615,0.0018,0.9238,0.71,186.35
Tamilnad Mercantile Bank,2023-10-01 00:00:00,0.9369,0.0518,0.0112,0.62,0.12,29.57
Bank of Baroda,2022-11-01 00:00:00,0.9369,0.0617,0.0015,0.9938,1.69,475.43
Ujjivan Small Finance Bank,2023-09-01 00:00:00,0.937,0.057,0.006,0.77,0.1,31.2
Kotak Mahindra Bank,2022-10-01 00:00:00,0.937,0.0613,0.0017,0.7942,0.79,325.73
UCO Bank,2024-04-01 00:00:00,0.937,0.0614,0.0016,0.8012,1.1,171.92
Ujjivan Small Finance Bank,2023-11-01 00:00:00,0.9371,0.0543,0.0086,0.6,0.14,33.77
Ujjivan Small Finance Bank,2024-02-01 00:00:00,0.9371,0.0566,0.0063,0.6781,0.21,37.9
AU Small Finance Bank,2022-11-01 00:00:00,0.9371,0.0594,0.0035,0.6266,0.17,19.43
DBS Bank,2024-09-01 00:00:00,0.9371,0.0627,0.0002,0.9809,0.08,27.93
Bank of Baroda,2023-10-01 00:00:00,0.9372,0.0511,0.0117,0.86,4.89,746.16
Kerala Gramin Bank,2024-06-01 00:00:00,0.9372,0.0554,0.0074,0.91,0.17,29.43
Indian Bank,2022-11-01 00:00:00,0.9372,0.0557,0.0071,0.7054,0.98,188.36
Bank of Baroda,2023-03-01 00:00:00,0.9372,0.0589,0.0039,0.9677,2.06,572.31
Canara Bank,2024-03-01 00:00:00,0.9372,0.0591,0.0037,0.8179,3.68,642.81
UCO Bank,2024-05-01 00:00:00,0.9372,0.0616,0.0011,0.8745,0.72,184.22
Indian Overseas Bank,2023-09-01 00:00:00,0.9373,0.0448,0.0179,0.81,0.69,138.04
Karur Vysya Bank,2023-12-01 00:00:00,0.9373,0.0571,0.0056,0.9783,0.29,58.61
Karur Vysya Bank,2023-09-01 00:00:00,0.9373,0.0594,0.0033,0.94,0.17,52.38
Karur Vysya Bank,2023-08-01 00:00:00,0.9373,0.0602,0.0025,0.83,0.13,52.31
IDFC First Bank,2023-05-01 00:00:00,0.9374,0.0539,0.0087,0.6255,0.18,62.61
IDBI Bank,2024-07-01 00:00:00,0.9374,0.0572,0.0054,0.5233,1.02,161.72
Ujjivan Small Finance Bank,2024-05-01 00:00:00,0.9375,0.0564,0.0061,0.7045,0.22,45.1
AU Small Finance Bank,2024-03-01 00:00:00,0.9376,0.0501,0.0123,0.911,0.35,45.2
Kotak Mahindra Bank,2023-03-01 00:00:00,0.9376,0.0535,0.0089,0.6563,1.77,404.38
IndusInd Bank,2023-05-01 00:00:00,0.9376,0.057,0.0054,0.9148,0.29,91.3
AU Small Finance Bank,2024-07-01 00:00:00,0.9376,0.0623,0.0002,0.9322,0.18,48.46
IDFC First Bank,2023-08-01 00:00:00,0.9377,0.0551,0.0071,0.5,0.3,64.37
DBS Bank,2022-02-01 00:00:00,0.9377,0.059,0.0033,0.8162,0.09,16.64
Karnataka Bank,2023-08-01 00:00:00,0.9378,0.0537,0.0086,0.82,0.18,84.56
UCO Bank,2023-03-01 00:00:00,0.9378,0.0572,0.0051,0.8064,0.53,101.76
Bank of India,2024-07-01 00:00:00,0.9379,0.054,0.0081,0.6606,2.36,462.31
City Union Bank,2023-10-01 00:00:00,0.9379,0.0598,0.0022,0.99,0.1,33.89
Union Bank of India,2024-02-01 00:00:00,0.938,0.0452,0.0168,0.3865,6.41,754.01
Kotak Mahindra Bank,2022-06-01 00:00:00,0.938,0.0542,0.0078,0.9574,1.45,251.49
DBS Bank,2024-08-01 00:00:00,0.938,0.0618,0.0003,0.9945,0.08,28.32
Indian Overseas Bank,2022-09-01 00:00:00,0.9381,0.0536,0.0083,0.9443,0.47,88.59
Karur Vysya Bank,2023-11-01 00:00:00,0.9381,0.0554,0.0065,0.89,0.17,55.13
Indian Overseas Bank,2022-05-01 00:00:00,0.9381,0.0594,0.0025,0.9906,0.3,76.31
IndusInd Bank,2022-10-01 00:00:00,0.9382,0.0582,0.0036,0.9375,0.94,67
Indian Overseas Bank,2023-08-01 00:00:00,0.9384,0.0449,0.0167,0.83,0.89,139
ICICI Bank,2022-08-01 00:00:00,0.9384,0.0453,0.0163,84.2,1.75,379.89
IDFC First Bank,2023-04-01 00:00:00,0.9384,0.0529,0.0087,0.4268,0.38,65.41
Bank of India,2022-07-01 00:00:00,0.9385,0.05,0.0114,0.7635,1.42,220.54
Ujjivan Small Finance Bank,2023-06-01 00:00:00,0.9385,0.0574,0.0041,0.6718,0.11,26.84
AU Small Finance Bank,2023-01-01 00:00:00,0.9385,0.0601,0.0014,0.9788,0.1,21.95
Indian Overseas Bank,2023-12-01 00:00:00,0.9386,0.0442,0.0172,0.9136,1.06,160.68
ESAF Small Finance Bank Ltd,2024-03-01 00:00:00,0.9386,0.0508,0.0106,0.7309,0.13,21.76
Indian Overseas Bank,2023-04-01 00:00:00,0.9386,0.051,0.0104,0.7612,0.8,114.6
Bank of India,2024-08-01 00:00:00,0.9386,0.0561,0.0053,0.7434,2.07,478.26
Indian Overseas Bank,2022-10-01 00:00:00,0.9387,0.052,0.0093,0.9592,0.96,94.16
UCO Bank,2023-05-01 00:00:00,0.9387,0.0529,0.0084,0.6609,0.41,112.87
Bandhan Bank,2024-10-01 00:00:00,0.9387,0.0529,0.0084,0.9437,0.34,74.83
IndusInd Bank,2023-04-01 00:00:00,0.9387,0.055,0.0063,0.9393,0.29,86.38
Bank of Maharashtra,2022-05-01 00:00:00,0.9387,0.0553,0.006,0.9223,0.33,75.56
Saraswat Bank,2024-11-01 00:00:00,0.9387,0.0599,0.0014,0.8737,0.08,25.49
Bank of Maharashtra,2022-06-01 00:00:00,0.9388,0.0512,0.01,0.8643,0.38,73.73
Federal Bank,2022-11-01 00:00:00,0.9388,0.0553,0.0059,0.743,0.94,122.16
IndusInd Bank,2022-11-01 00:00:00,0.9388,0.0568,0.0044,0.8008,0.34,66.86
IDBI Bank,2023-01-01 00:00:00,0.939,0.0397,0.0213,0.8608,0.72,104.4
Kotak Mahindra Bank,2022-12-01 00:00:00,0.939,0.0483,0.0127,0.8049,1.24,351.8
State Bank of India,2024-09-01 00:00:00,0.939,0.0535,0.0075,0.9522,15.24,4067.05
IDFC First Bank,2023-11-01 00:00:00,0.939,0.0587,0.0022,0.66,0.27,69.99
IndusInd Bank,2023-02-01 00:00:00,0.939,0.0589,0.0021,0.9605,0.33,72.18
IDBI Bank,2023-11-01 00:00:00,0.9391,0.0383,0.0226,0.83,1.25,132
Jammu and Kashmir Bank,2024-05-01 00:00:00,0.9391,0.0448,0.016,0.3281,0.64,66.17
Bank of Baroda,2023-05-01 00:00:00,0.9391,0.0552,0.0058,0.9352,2.08,615.53
YES Bank,2024-08-01 00:00:00,0.9391,0.0587,0.0023,0.7231,0.33,126.41
IDBI Bank,2023-04-01 00:00:00,0.9392,0.0405,0.0203,0.6701,0.66,108.52
IDFC First Bank,2024-02-01 00:00:00,0.9392,0.0596,0.0011,1,0.28,74.34
South Indian Bank,2023-02-01 00:00:00,0.9393,0.0515,0.0092,0.6741,0.16,32.46
IDFC First Bank,2023-07-01 00:00:00,0.9393,0.0563,0.0043,0.9979,0.129183,60.28
Ujjivan Small Finance Bank,2023-07-01 00:00:00,0.9393,0.0573,0.0034,1,0.089636,29.03
YES Bank,2022-01-01 00:00:00,0.9393,0.0592,0.0015,0.9573,0.11,49.25
Canara Bank,2023-05-01 00:00:00,0.9394,0.0518,0.0087,0.7921,1.72,433.19
South Indian Bank,2022-11-01 00:00:00,0.9395,0.0587,0.0018,0.9338,0.24,31.42
City Union Bank,2023-11-01 00:00:00,0.9396,0.058,0.0025,0.99,0.09,33.22
AU Small Finance Bank,2024-06-01 00:00:00,0.9396,0.0601,0.0002,0.9009,0.26,46.74
Canara Bank,2023-03-01 00:00:00,0.9397,0.0581,0.0022,0.932,1.68,405.45
Karur Vysya Bank,2024-04-01 00:00:00,0.9397,0.0582,0.0022,0.8365,0.29,65.73
Karur Vysya Bank,2024-05-01 00:00:00,0.9397,0.0585,0.0018,0.9336,0.21,68.36
Indian Bank,2024-04-01 00:00:00,0.9397,0.0588,0.0015,0.9394,1.67,407.28
Bank of Maharashtra,2022-01-01 00:00:00,0.9398,0.0536,0.0066,0.8388,0.33,59.9
Bank of India,2024-09-01 00:00:00,0.9398,0.0557,0.0045,0.7257,2.04,480.33
IDFC First Bank,2023-06-01 00:00:00,0.9398,0.0559,0.0043,0.6661,0.24,60.02
Union Bank of India,2024-06-01 00:00:00,0.9398,0.0574,0.0028,0.7038,3.33,869.16
Karnataka Bank,2023-09-01 00:00:00,0.9399,0.0547,0.0054,0.91,0.17,83.65
DBS Bank,2024-07-01 00:00:00,0.9399,0.0598,0.0003,0.953,0.08,27.67
Bank of Maharashtra,2022-02-01 00:00:00,0.94,0.0515,0.0086,0.8007,0.34,58.24
Axis Bank,2022-04-01 00:00:00,0.94,0.0525,0.0076,0.7711,1.39,303.67
Federal Bank,2022-02-01 00:00:00,0.94,0.0548,0.0052,0.8647,0.41,65
HDFC Bank,2022-01-01 00:00:00,0.9401,0.0571,0.0029,0.913,2.52,406.61
Bank of Maharashtra,2023-01-01 00:00:00,0.9402,0.0469,0.0129,0.8525,0.38,94.74
Federal Bank,2022-04-01 00:00:00,0.9402,0.0569,0.0029,0.9007,0.49,84.01
Ujjivan Small Finance Bank,2024-07-01 00:00:00,0.9402,0.057,0.0028,0.5989,0.28,45.78
Tamilnad Mercantile Bank,2023-06-01 00:00:00,0.9402,0.0574,0.0025,0.8182,0.05,23.94
Indian Bank,2024-08-01 00:00:00,0.9402,0.0592,0.0006,0.9517,1.36,462.16
Bank of Maharashtra,2023-06-01 00:00:00,0.9403,0.0509,0.0087,0.6771,0.47,103.7
Indian Bank,2024-09-01 00:00:00,0.9403,0.0587,0.0011,0.8997,1.44,466.01
ESAF Small Finance Bank Ltd,2023-10-01 00:00:00,0.9404,0.0547,0.0049,0.98,0.05,18.06
YES Bank,2024-06-01 00:00:00,0.9404,0.0579,0.0017,0.9882,0.56,118.94
Karur Vysya Bank,2024-02-01 00:00:00,0.9405,0.0544,0.005,0.9511,0.25,60.33
YES Bank,2024-05-01 00:00:00,0.9405,0.059,0.0005,0.8905,0.3,121.13
Union Bank of India,2023-04-01 00:00:00,0.9406,0.044,0.0154,0.6696,3.01,558.92
Indian Bank,2024-06-01 00:00:00,0.9406,0.0576,0.0019,0.9957,1.56,423.92
CITI Bank,2023-06-01 00:00:00,0.9407,0.0375,0.0218,0.9421,0.08,18.54
Jammu and Kashmir Bank,2024-04-01 00:00:00,0.9407,0.0477,0.0116,0.4095,0.5,58.65
ICICI Bank,2022-09-01 00:00:00,0.9407,0.0486,0.0106,0.829,1.35,370.12
Indian Overseas Bank,2023-01-01 00:00:00,0.9407,0.0514,0.0079,0.959,0.48,104.67
Saraswat Bank,2024-10-01 00:00:00,0.9407,0.0572,0.0021,0.8812,0.1,28.5
HDFC Bank,2024-11-01 00:00:00,0.9407,0.0583,0.0009,0.9816,3.64,1305.92
UCO Bank,2023-11-01 00:00:00,0.9408,0.0504,0.0087,0.71,0.58,139.38
UCO Bank,2023-10-01 00:00:00,0.9408,0.0517,0.0075,0.54,0.92,143.86
HDFC Bank,2022-12-01 00:00:00,0.9408,0.0523,0.0069,0.9233,4.32,700.19
HDFC Bank,2022-04-01 00:00:00,0.9408,0.0531,0.0061,0.9517,3.29,496.36
IndusInd Bank,2023-03-01 00:00:00,0.9408,0.0559,0.0032,0.9266,0.37,83.58
Indian Overseas Bank,2024-07-01 00:00:00,0.9408,0.0568,0.0024,0.9189,0.78,210.05
Bank of Maharashtra,2022-03-01 00:00:00,0.9409,0.0515,0.0075,0.7553,0.4,68.87
Federal Bank,2024-05-01 00:00:00,0.9409,0.0544,0.0047,0.8902,0.75,212.71
State Bank of India,2024-04-01 00:00:00,0.941,0.0501,0.0089,0.9366,19.18,3581.27
YES Bank,2024-07-01 00:00:00,0.941,0.0585,0.0005,0.829,0.31,123.36
Indian Bank,2024-07-01 00:00:00,0.941,0.0588,0.0002,0.9442,1.27,449.31
AU Small Finance Bank,2023-05-01 00:00:00,0.9411,0.0478,0.0111,0.9402,0.17,26.71
Federal Bank,2023-06-01 00:00:00,0.9411,0.0517,0.0072,0.8238,0.46,147.42
Canara Bank,2023-11-01 00:00:00,0.9411,0.0522,0.0066,0.76,2.23,527.96
Saraswat Bank,2024-09-01 00:00:00,0.9411,0.0524,0.0066,0.65,0.1,24.88
Indian Bank,2024-05-01 00:00:00,0.9411,0.0565,0.0024,0.8349,1.53,427.45
Saraswat Bank,2023-04-01 00:00:00,0.9412,0.0483,0.0105,0.7927,0.07,17.41
Canara Bank,2024-02-01 00:00:00,0.9412,0.0542,0.0045,0.8499,3.13,578.21
Karur Vysya Bank,2024-01-01 00:00:00,0.9412,0.0554,0.0034,0.9286,0.24,59.56
Karnataka Bank,2023-11-01 00:00:00,0.9413,0.0533,0.0055,0.88,0.22,89.24
IDBI Bank,2023-08-01 00:00:00,0.9414,0.037,0.0216,0.79,0.72,125.88
Canara Bank,2023-04-01 00:00:00,0.9414,0.0533,0.0053,0.804,4.63,410.23
YES Bank,2024-09-01 00:00:00,0.9414,0.0569,0.0016,0.7357,0.33,131.04
Union Bank of India,2024-07-01 00:00:00,0.9414,0.0576,0.001,0.7406,3.33,905.83
Ujjivan Small Finance Bank,2024-04-01 00:00:00,0.9415,0.0562,0.0024,0.964,0.2,42.92
Federal Bank,2024-09-01 00:00:00,0.9415,0.0581,0.0004,0.99,0.58,220.03
Ujjivan Small Finance Bank,2024-03-01 00:00:00,0.9416,0.0562,0.0022,0.9546,0.21,42.64
ICICI Bank,2022-04-01 00:00:00,0.9417,0.0463,0.012,0.6374,3.06,325.45
Bank of India,2022-08-01 00:00:00,0.9417,0.053,0.0053,83.95,0.95,230.16
Federal Bank,2023-02-01 00:00:00,0.9417,0.0534,0.0048,0.866,0.53,127.02
Federal Bank,2022-09-01 00:00:00,0.9417,0.0554,0.0029,0.9132,0.44,111.27
IDBI Bank,2024-08-01 00:00:00,0.9417,0.0557,0.0026,0.9164,0.75,166.58
Ujjivan Small Finance Bank,2024-06-01 00:00:00,0.9417,0.056,0.0023,0.2025,0.25,44.18
HDFC Bank,2023-12-01 00:00:00,0.9417,0.0561,0.0021,0.9749,0.16,19.02
Tamilnad Mercantile Bank,2023-07-01 00:00:00,0.9417,0.0579,0.0004,1,0.052471,25.91
Canara Bank,2024-01-01 00:00:00,0.9418,0.0538,0.0044,0.8598,3.02,572.16
Bank of India,2024-06-01 00:00:00,0.9418,0.0551,0.0032,0.6095,1.6,444.39
Canara Bank,2023-06-01 00:00:00,0.9419,0.0486,0.0095,0.8216,2.45,429.75
Jammu and Kashmir Bank,2024-03-01 00:00:00,0.9419,0.0501,0.008,0.5867,0.4,52.39
ICICI Bank,2022-03-01 00:00:00,0.9419,0.0526,0.0055,0.8346,1.53,306.56
IndusInd Bank,2023-06-01 00:00:00,0.9419,0.0557,0.0023,0.9029,0.33,91.07
UCO Bank,2023-08-01 00:00:00,0.942,0.0491,0.0088,0.47,0.75,130.7
HDFC Bank,2022-05-01 00:00:00,0.942,0.0564,0.0016,0.9946,2.02,532.02
IDFC First Bank,2024-01-01 00:00:00,0.942,0.0577,0.0003,0,0.03,73.92
Axis Bank,2024-11-01 00:00:00,0.942,0.0578,0.0001,0.9827,1.93,764.59
Federal Bank,2022-03-01 00:00:00,0.9421,0.0569,0.001,0.9747,0.32,79.55
Indian Bank,2023-04-01 00:00:00,0.9422,0.0542,0.0036,0.7864,1.2,241.65
Punjab National Bank,2024-03-01 00:00:00,0.9422,0.0554,0.0023,0.9911,3.49,728.08
Federal Bank,2024-08-01 00:00:00,0.9422,0.0575,0.0003,0.9943,0.59,221.37
Indian Overseas Bank,2023-02-01 00:00:00,0.9423,0.053,0.0047,0.9474,0.48,100.8
DBS Bank,2024-06-01 00:00:00,0.9423,0.0572,0.0005,0.5821,0.17,26.61
Kotak Mahindra Bank,2023-10-01 00:00:00,0.9424,0.0494,0.0081,0.73,2.15,553.74
IDBI Bank,2024-04-01 00:00:00,0.9424,0.0524,0.0051,0.4604,1.38,151.25
IDBI Bank,2024-06-01 00:00:00,0.9424,0.0525,0.0051,0.7829,0.78,155.97
Bank of India,2022-04-01 00:00:00,0.9425,0.0524,0.0051,0.7104,1.57,202.42
Ujjivan Small Finance Bank,2024-08-01 00:00:00,0.9425,0.0532,0.0042,0.9037,0.17,45.73
IndusInd Bank,2023-07-01 00:00:00,0.9425,0.0544,0.0031,0.9916,0.382963,97.54
Federal Bank,2024-07-01 00:00:00,0.9425,0.0571,0.0004,0.9744,0.6,214.6
Canara Bank,2023-12-01 00:00:00,0.9426,0.0538,0.0037,0.8637,2.43,563.67
DBS Bank,2024-05-01 00:00:00,0.9426,0.0559,0.0016,0.722,0.09,27.4
Federal Bank,2022-07-01 00:00:00,0.9426,0.056,0.0014,0.9874,0.44,103.47
IDFC First Bank,2023-10-01 00:00:00,0.9427,0.0554,0.0019,0.68,0.29,71.76
Indian Overseas Bank,2024-01-01 00:00:00,0.9428,0.0441,0.0131,0.9036,0.99,165.09
Saraswat Bank,2022-02-01 00:00:00,0.943,0.0408,0.0162,0.5648,0.14,9.79
YES Bank,2023-04-01 00:00:00,0.943,0.0518,0.0053,0,0.32,83.98
Kotak Mahindra Bank,2022-01-01 00:00:00,0.943,0.0542,0.0029,0.8627,0.93,186.34
Bank of India,2022-10-01 00:00:00,0.9431,0.0462,0.0107,0.7067,0.71,252.93
AU Small Finance Bank,2023-06-01 00:00:00,0.9432,0.0463,0.0105,0.968,0.19,26.6
Bank of Maharashtra,2023-12-01 00:00:00,0.9432,0.0468,0.01,0.7593,0.57,133.33
Canara Bank,2023-07-01 00:00:00,0.9432,0.0497,0.0071,0.9939,2.063598,454.62
Indian Overseas Bank,2024-05-01 00:00:00,0.9432,0.0524,0.0044,0.8854,0.75,197.96
Tamilnad Mercantile Bank,2023-08-01 00:00:00,0.9432,0.0538,0.0029,0.88,0.05,27.1
Punjab National Bank,2023-08-01 00:00:00,0.9433,0.0452,0.0115,0.88,2.54,518.59
DBS Bank,2022-09-01 00:00:00,0.9433,0.0472,0.0096,0.9351,0.07,16.59
Bank of Maharashtra,2023-08-01 00:00:00,0.9433,0.0513,0.0054,0.79,0.37,116.36
Tamilnad Mercantile Bank,2023-12-01 00:00:00,0.9434,0.0515,0.0051,0.8905,0.12,30.97
Federal Bank,2024-06-01 00:00:00,0.9434,0.0561,0.0006,0.9366,1.25,205.99
Punjab National Bank,2023-04-01 00:00:00,0.9435,0.0453,0.0112,0.857,2.36,429.32
Bandhan Bank,2023-08-01 00:00:00,0.9435,0.047,0.0096,0.61,0.23,42.73
HDFC Bank,2022-03-01 00:00:00,0.9436,0.0538,0.0026,0.858,2.91,476.94
DBS Bank,2024-04-01 00:00:00,0.9437,0.0546,0.0017,0.8006,0.11,26.42
Union Bank of India,2023-09-01 00:00:00,0.9438,0.0446,0.0116,0.59,3.26,657.95
IDFC First Bank,2023-01-01 00:00:00,0.9438,0.0482,0.0079,0.5842,0.34,72.81
UCO Bank,2023-12-01 00:00:00,0.9438,0.0506,0.0056,0.6851,0.7,147.86
Canara Bank,2023-09-01 00:00:00,0.9438,0.0524,0.0038,0.81,1.74,486.91
Union Bank of India,2024-05-01 00:00:00,0.9438,0.0538,0.0024,0.7877,3.38,876.18
IDBI Bank,2022-11-01 00:00:00,0.9439,0.0427,0.0135,0.7592,0.52,95.5
Indian Bank,2024-03-01 00:00:00,0.9439,0.054,0.0021,0.752,2.44,400.98
Paytm Payments Bank,2024-02-01 00:00:00,0.9439,0.056,0.0001,0.983,0.66,294.2
Kotak Mahindra Bank,2023-12-01 00:00:00,0.944,0.0511,0.0049,0.6844,2.47,588.94
State Bank of India,2024-08-01 00:00:00,0.944,0.0539,0.0021,0.9858,11.86,4052.31
YES Bank,2022-08-01 00:00:00,0.944,0.0546,0.0014,0,0,91.23
IDBI Bank,2024-05-01 00:00:00,0.944,0.0546,0.0014,0.9023,0.55,159.28
HDFC Bank,2023-03-01 00:00:00,0.9441,0.0474,0.0085,0.9327,4.53,778.92
Bank of Maharashtra,2024-01-01 00:00:00,0.9442,0.0461,0.0097,0.7633,0.61,136.29
Bank of India,2022-09-01 00:00:00,0.9442,0.0471,0.0087,0.7537,0.98,236.49
ICICI Bank,2022-02-01 00:00:00,0.9442,0.053,0.0028,0.8866,1.55,259.62
Union Bank of India,2023-10-01 00:00:00,0.9443,0.0416,0.0141,0.58,4.54,717.97
Kotak Mahindra Bank,2023-01-01 00:00:00,0.9443,0.0472,0.0085,0.152,2.26,371.3
Indian Overseas Bank,2023-05-01 00:00:00,0.9443,0.0518,0.0039,0.9594,0.44,121.85
YES Bank,2024-03-01 00:00:00,0.9443,0.054,0.0017,0.9502,0.35,103.43
Punjab National Bank,2023-10-01 00:00:00,0.9444,0.0482,0.0074,0.95,2.63,576.75
Saraswat Bank,2023-12-01 00:00:00,0.9444,0.0488,0.0068,0.672,0.09,21.7
HDFC Bank,2022-06-01 00:00:00,0.9444,0.0548,0.0008,0.9892,1.91,529.76
CITI Bank,2022-08-01 00:00:00,0.9445,0.0432,0.0124,92.68,0.07,17.51
Bank of India,2022-03-01 00:00:00,0.9445,0.0505,0.005,0.6883,1.35,195.89
HDFC Bank,2022-10-01 00:00:00,0.9445,0.0534,0.0022,0.9696,0.97,660.29
DBS Bank,2022-10-01 00:00:00,0.9446,0.0479,0.0075,0.9603,0.96,17.23
Ujjivan Small Finance Bank,2024-09-01 00:00:00,0.9446,0.0522,0.0032,0.9262,0.15,45.35
South Indian Bank,2023-01-01 00:00:00,0.9446,0.0526,0.0028,0.8734,0.11,33.93
Bank of Baroda,2023-06-01 00:00:00,0.9446,0.0536,0.0018,0.911,1.84,604.62
HDFC Bank,2022-09-01 00:00:00,0.9446,0.0541,0.0013,0.9802,2.39,610.12
IDBI Bank,2022-12-01 00:00:00,0.9447,0.0414,0.0138,0.8276,0.62,102.97
Bank of Baroda,2023-09-01 00:00:00,0.9447,0.0518,0.0035,0.92,2.13,681.1
Canara Bank,2023-10-01 00:00:00,0.9448,0.0509,0.0043,0.85,2.34,530.06
Canara Bank,2023-08-01 00:00:00,0.9449,0.0498,0.0053,0.84,1.89,487.59
Kotak Mahindra Bank,2023-09-01 00:00:00,0.9449,0.0518,0.0033,0.91,1.17,501.84
AU Small Finance Bank,2023-03-01 00:00:00,0.945,0.0519,0.003,0.959,0.11,24.37
Union Bank of India,2024-01-01 00:00:00,0.9451,0.0434,0.0115,0.4676,7.16,753.66
Bank of Maharashtra,2023-02-01 00:00:00,0.9451,0.0468,0.0081,0.8651,0.36,89.07
UCO Bank,2023-07-01 00:00:00,0.9451,0.0488,0.0061,1,0.397799,120.45
