Sr_No,UPI_Beneficiary_Banks,Date,Approved_percent,Deemed_Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Total_Volume_In_Mn
17,India Post Payment Bank,2023-08-01 00:00:00,0.9852,0.0029,0.0043,0.0105,85.7
15,Airtel Payments Bank,2022-03-01 00:00:00,0.9852,0.002,0.0048,0.0079,60.14
12,Kotak Mahindra Bank,2024-11-01 00:00:00,0.9852,0.0011,0.0129,0.0018,294.25
41,DBS Bank,2024-02-01 00:00:00,0.9853,0.0012,0.0121,0.0026,12.03
43,DBS Bank,2023-12-01 00:00:00,0.9853,0.0003,0.0144,0.0003,10.08
27,Bandhan Bank,2024-11-01 00:00:00,0.9854,0.0019,0.0021,0.0126,41.87
40,Baroda U.P. Bank,2024-11-01 00:00:00,0.9854,0.0054,0.0028,0.0118,15.14
14,Indian Bank,2023-07-01 00:00:00,0.9854,0.0044,0.0036,0.011,149.29
24,Karnataka Bank,2023-08-01 00:00:00,0.9854,0.0004,0.0056,0.009,37.71
15,IndusInd Bank,2024-04-01 00:00:00,0.9854,0.001,0.0083,0.0064,124.15
31,City Union Bank,2023-05-01 00:00:00,0.9854,0.001,0.0092,0.0044,15.13
28,CITI Bank,2022-01-01 00:00:00,0.9854,0,0.0143,0.0002,12.15
21,Bank of Maharashtra,2022-06-01 00:00:00,0.9855,0.0027,0.0025,0.0093,35.99
36,Pragathi Krishna Gramin Bank,2022-04-01 00:00:00,0.9855,0.0082,0.0026,0.0036,7.73
33,Ujjivan Small Finance Bank,2023-04-01 00:00:00,0.9855,0.0083,0.0029,0.0033,13.58
17,IndusInd Bank,2022-09-01 00:00:00,0.9855,0.0021,0.0109,0.0036,57.36
34,Jammu and Kashmir Bank,2023-08-01 00:00:00,0.9856,0.0016,0.0033,0.0111,16.76
19,Indian Overseas Bank,2023-08-01 00:00:00,0.9856,0.0048,0.0034,0.011,66.68
29,Bandhan Bank,2024-08-01 00:00:00,0.9856,0.0006,0.0039,0.0104,38
15,Airtel Payments Bank,2023-05-01 00:00:00,0.9856,0.0026,0.0046,0.0071,116.47
25,Karur Vysya Bank,2022-12-01 00:00:00,0.9856,0.001,0.005,0.0084,26.4
25,Karur Vysya Bank,2022-11-01 00:00:00,0.9856,0.0009,0.0053,0.0082,24.8
19,UCO Bank,2024-07-01 00:00:00,0.9856,0.0019,0.0073,0.0071,90.28
30,City Union Bank,2023-02-01 00:00:00,0.9856,0.0009,0.0082,0.0053,13.11
33,City Union Bank,2023-12-01 00:00:00,0.9856,0.0005,0.0113,0.0031,18.56
42,Saraswat Bank,2022-05-01 00:00:00,0.9857,0.001,0.0019,0.0114,5.58
8,Union Bank of India,2022-06-01 00:00:00,0.9857,0.0024,0.0028,0.0091,197.7
40,Pragathi Krishna Gramin Bank,2024-03-01 00:00:00,0.9857,0.0067,0.0039,0.0104,12.98
14,Airtel Payments Bank,2022-08-01 00:00:00,0.9857,0.0043,0.004,0.0103,89.48
29,Bandhan Bank,2023-12-01 00:00:00,0.9857,0,0.0043,0.01,28.2
50,Andhra Pragathi Grameena Bank,2024-02-01 00:00:00,0.9857,0.0004,0.0045,0.0098,8.07
25,Karur Vysya Bank,2023-02-01 00:00:00,0.9857,0.0017,0.0055,0.0072,24.17
10,Punjab National Bank,2022-10-01 00:00:00,0.9857,0.0034,0.0057,0.0052,167.71
35,Ujjivan Small Finance Bank,2024-07-01 00:00:00,0.9857,0.0029,0.007,0.0074,22.88
31,City Union Bank,2022-12-01 00:00:00,0.9857,0.001,0.0071,0.0061,13.7
36,Punjab and Sind Bank,2024-08-01 00:00:00,0.9857,0.0008,0.0106,0.0037,20.54
12,Kotak Mahindra Bank,2024-02-01 00:00:00,0.9858,0.0053,0.004,0.0101,242.32
17,Central Bank of India,2023-03-01 00:00:00,0.9858,0.004,0.0059,0.0043,71.42
31,City Union Bank,2023-06-01 00:00:00,0.9858,0.0008,0.0078,0.0056,15.13
27,IDFC First Bank,2024-07-01 00:00:00,0.9858,0.0005,0.0128,0.0014,38.86
14,Indian Bank,2022-10-01 00:00:00,0.9859,0.0025,0.0037,0.0079,92.72
16,IndusInd Bank,2022-12-01 00:00:00,0.9859,0.0017,0.0043,0.008,66.04
2,State Bank of India,2022-01-01 00:00:00,0.9859,0.0014,0.005,0.0077,647.8
35,Tamilnad Mercantile Bank,2022-01-01 00:00:00,0.9859,0.0039,0.0064,0.0038,7.03
15,Airtel Payments Bank,2022-02-01 00:00:00,0.9859,0.0027,0.0074,0.004,51.15
9,Canara Bank,2024-08-01 00:00:00,0.9859,0.0013,0.0079,0.0062,364.14
33,Ujjivan Small Finance Bank,2024-02-01 00:00:00,0.9859,0.0025,0.0102,0.0039,19.51
17,Indian Overseas Bank,2024-07-01 00:00:00,0.9859,0.0023,0.0113,0.0028,102.09
28,Bandhan Bank,2024-03-01 00:00:00,0.986,0.0001,0.0026,0.0114,32.36
32,Ujjivan Small Finance Bank,2023-12-01 00:00:00,0.986,0.0026,0.0082,0.0059,19.06
38,Kerala Gramin Bank,2024-10-01 00:00:00,0.986,0.0031,0.0093,0.0047,20.67
27,Karur Vysya Bank,2024-02-01 00:00:00,0.986,0.0006,0.0116,0.0023,31.92
25,IDFC First Bank,2024-04-01 00:00:00,0.986,0.0004,0.0128,0.0011,35.26
26,South Indian Bank,2022-06-01 00:00:00,0.9861,0.0002,0.0041,0.0095,17.51
12,Kotak Mahindra Bank,2024-01-01 00:00:00,0.9861,0.0039,0.0047,0.0092,236.42
22,UCO Bank,2023-02-01 00:00:00,0.9861,0.0008,0.0071,0.0059,44.98
13,Bank of India,2024-10-01 00:00:00,0.9861,0.0016,0.0085,0.0054,235.92
29,AU Small Finance Bank,2022-01-01 00:00:00,0.9861,0.0028,0.0088,0.0023,9.54
12,Kotak Mahindra Bank,2022-01-01 00:00:00,0.9861,0.0014,0.0122,0.0003,94.65
37,Kerala Gramin Bank,2023-06-01 00:00:00,0.9862,0.0038,0.002,0.008,10.3
7,Bank of Baroda,2022-07-01 00:00:00,0.9862,0.0013,0.0035,0.0091,214.14
9,Punjab National Bank,2024-04-01 00:00:00,0.9862,0.002,0.0039,0.0099,311.53
9,Canara Bank,2022-11-01 00:00:00,0.9862,0.0024,0.0043,0.0072,173.68
10,Punjab National Bank,2022-05-01 00:00:00,0.9862,0.0024,0.0049,0.0064,144.15
31,City Union Bank,2022-05-01 00:00:00,0.9862,0.0007,0.0077,0.0054,11.37
26,Karur Vysya Bank,2024-05-01 00:00:00,0.9862,0.0004,0.0122,0.0016,35.56
12,Kotak Mahindra Bank,2024-10-01 00:00:00,0.9862,0.0004,0.0135,0.0003,322.09
13,Bank of India,2022-07-01 00:00:00,0.9863,0.0015,0.0025,0.0097,121.89
25,Karur Vysya Bank,2022-08-01 00:00:00,0.9863,0.0016,0.0031,0.0105,24.55
21,IDBI Bank,2024-04-01 00:00:00,0.9863,0.0051,0.0044,0.0093,65.04
12,Kotak Mahindra Bank,2022-08-01 00:00:00,0.9863,0.0054,0.0058,0.0079,138.54
9,Canara Bank,2022-01-01 00:00:00,0.9863,0.0014,0.0097,0.0025,122.3
18,IDBI Bank,2022-05-01 00:00:00,0.9863,0.0004,0.0116,0.0017,46.38
43,DBS Bank,2023-09-01 00:00:00,0.9863,0.0008,0.0127,0.001,9.38
42,Maharashtra Gramin Bank,2023-08-01 00:00:00,0.9864,0.0017,0.0027,0.0109,9.26
27,Bandhan Bank,2024-06-01 00:00:00,0.9864,0.0001,0.0037,0.0099,35.19
16,Airtel Payments Bank,2022-05-01 00:00:00,0.9864,0.0021,0.0037,0.0078,64.05
32,Ujjivan Small Finance Bank,2023-02-01 00:00:00,0.9864,0.0023,0.004,0.0074,11.51
42,Andhra Pradesh Grameena Vikas Bank,2024-08-01 00:00:00,0.9864,0.0007,0.0041,0.0095,12.97
11,Canara Bank,2023-06-01 00:00:00,0.9864,0.0029,0.0043,0.0064,209.8
21,UCO Bank,2022-12-01 00:00:00,0.9864,0.0009,0.0068,0.0059,47.42
31,City Union Bank,2022-08-01 00:00:00,0.9864,0.0011,0.0068,0.0068,12.26
16,IndusInd Bank,2022-06-01 00:00:00,0.9864,0.0021,0.0068,0.0047,63
33,City Union Bank,2023-09-01 00:00:00,0.9864,0.0006,0.0101,0.0035,16.95
42,Equitas Bank,2024-09-01 00:00:00,0.9864,0.0002,0.0129,0.0007,13.44
22,Bank of Maharashtra,2024-04-01 00:00:00,0.9865,0.002,0.0019,0.0116,60.58
8,Union Bank of India,2022-03-01 00:00:00,0.9865,0.0018,0.0034,0.0083,179.59
20,IDBI Bank,2022-12-01 00:00:00,0.9865,0.0029,0.0041,0.0065,51.55
18,Indian Overseas Bank,2024-06-01 00:00:00,0.9865,0.0038,0.0052,0.0082,93.03
6,HDFC Bank,2022-04-01 00:00:00,0.9865,0.0016,0.008,0.0039,278.39
29,AU Small Finance Bank,2023-03-01 00:00:00,0.9865,0.0006,0.0107,0.0022,18.01
46,DBS Bank,2024-08-01 00:00:00,0.9865,0.0001,0.0133,0.0002,10.91
29,Bandhan Bank,2023-09-01 00:00:00,0.9866,0.0016,0.0009,0.0125,26.6
15,Airtel Payments Bank,2022-06-01 00:00:00,0.9866,0.0029,0.0037,0.0068,66.91
10,Punjab National Bank,2022-06-01 00:00:00,0.9866,0.0021,0.0052,0.0061,142.4
26,South Indian Bank,2022-07-01 00:00:00,0.9866,0.0005,0.0058,0.0072,18.5
25,Karnataka Bank,2024-01-01 00:00:00,0.9866,0.0008,0.0081,0.0054,41.79
17,India Post Payment Bank,2023-11-01 00:00:00,0.9867,0.0014,0.0042,0.009,100.15
41,Kerala Gramin Bank,2022-06-01 00:00:00,0.9867,0.0029,0.0042,0.0062,6.12
17,Central Bank of India,2024-05-01 00:00:00,0.9867,0.002,0.0057,0.0077,94.86
20,UCO Bank,2024-03-01 00:00:00,0.9867,0.0025,0.0085,0.0048,84
32,City Union Bank,2023-07-01 00:00:00,0.9867,0.001,0.009,0.0043,16.17
43,Equitas Bank,2024-10-01 00:00:00,0.9867,0.0001,0.0118,0.0015,14.34
38,CITI Bank,2024-08-01 00:00:00,0.9867,0.0004,0.0122,0.0011,17.18
28,Bandhan Bank,2023-08-01 00:00:00,0.9868,0.0018,0.001,0.0122,26
5,ICICI Bank,2022-04-01 00:00:00,0.9868,0.0034,0.0042,0.0056,406.5
34,Tamilnad Mercantile Bank,2022-02-01 00:00:00,0.9868,0.0039,0.0067,0.0025,7.2
30,City Union Bank,2023-01-01 00:00:00,0.9868,0.0008,0.0072,0.0052,13.81
36,Punjab and Sind Bank,2024-05-01 00:00:00,0.9868,0.001,0.0102,0.003,16.69
27,IDFC First Bank,2024-08-01 00:00:00,0.9868,0.0006,0.012,0.0012,39.12
14,Indian Bank,2022-11-01 00:00:00,0.9869,0.0016,0.0033,0.0082,94.58
26,Karur Vysya Bank,2023-07-01 00:00:00,0.9869,0.0014,0.0043,0.0088,28.69
25,Karur Vysya Bank,2022-07-01 00:00:00,0.9869,0.0006,0.0044,0.0081,24.19
36,RBL,2023-06-01 00:00:00,0.9869,0.0006,0.0056,0.0069,19.83
26,South Indian Bank,2022-12-01 00:00:00,0.9869,0.0004,0.0065,0.0062,22.97
35,Equitas Bank,2022-04-01 00:00:00,0.9869,0.0003,0.0098,0.003,8.53
31,City Union Bank,2023-10-01 00:00:00,0.9869,0.0005,0.0113,0.0019,18
38,Pragathi Krishna Gramin Bank,2023-02-01 00:00:00,0.987,0.0034,0.0034,0.0062,8.39
18,Central Bank of India,2023-12-01 00:00:00,0.987,0.0045,0.0051,0.008,85.35
10,Canara Bank,2024-06-01 00:00:00,0.987,0.0015,0.0094,0.0036,301.47
47,ESAF Small Finance Bank Ltd,2024-07-01 00:00:00,0.987,0.0015,0.0106,0.0025,11.35
46,Saraswat Bank,2023-05-01 00:00:00,0.9871,0.0032,0.0026,0.0071,6.44
15,India Post Payment Bank,2024-11-01 00:00:00,0.9871,0.0018,0.0037,0.0091,183.87
25,IDFC First Bank,2023-08-01 00:00:00,0.9871,0.0022,0.007,0.0059,54.42
14,Bank of India,2024-08-01 00:00:00,0.9871,0.0017,0.0084,0.0045,207.96
40,Andhra Pradesh Grameena Vikas Bank,2023-12-01 00:00:00,0.9871,0.0007,0.0097,0.0032,11.92
29,AU Small Finance Bank,2023-08-01 00:00:00,0.9871,0.0002,0.012,0.0008,21.75
5,ICICI Bank,2023-06-01 00:00:00,0.9872,0.0027,0.0025,0.0076,591.75
32,Tamilnad Mercantile Bank,2022-05-01 00:00:00,0.9872,0.0029,0.0026,0.0072,9.61
8,Union Bank of India,2022-10-01 00:00:00,0.9872,0.0018,0.0028,0.0082,227.13
38,Punjab and Sind Bank,2022-04-01 00:00:00,0.9872,0.0027,0.0034,0.0067,6.93
21,UCO Bank,2022-02-01 00:00:00,0.9872,0.0037,0.005,0.004,28.27
6,HDFC Bank,2022-12-01 00:00:00,0.9872,0.0017,0.0061,0.0051,384.38
20,UCO Bank,2023-05-01 00:00:00,0.9872,0.0008,0.0068,0.0052,55.1
24,Karnataka Bank,2024-07-01 00:00:00,0.9872,0.0008,0.0086,0.0041,50.14
26,Karur Vysya Bank,2024-07-01 00:00:00,0.9872,0.0008,0.0105,0.0024,39.8
46,ESAF Small Finance Bank Ltd,2023-08-01 00:00:00,0.9873,0.0039,0.0003,0.0124,8.84
14,Airtel Payments Bank,2023-02-01 00:00:00,0.9873,0.0025,0.0027,0.0076,100.18
34,Ujjivan Small Finance Bank,2024-03-01 00:00:00,0.9873,0.0012,0.0112,0.0016,21.74
12,Kotak Mahindra Bank,2023-10-01 00:00:00,0.9874,0.0017,0.0064,0.0062,237.72
34,Ujjivan Small Finance Bank,2024-05-01 00:00:00,0.9874,0.0025,0.0089,0.0037,22.36
44,ESAF Small Finance Bank Ltd,2024-08-01 00:00:00,0.9874,0.0004,0.0106,0.002,11.85
44,ESAF Small Finance Bank Ltd,2024-09-01 00:00:00,0.9874,0.0004,0.0115,0.0011,12.08
4,HDFC Bank,2024-04-01 00:00:00,0.9874,0.0002,0.0119,0.0007,625.05
19,Indian Overseas Bank,2022-03-01 00:00:00,0.9875,0.0026,0.0037,0.0062,39.2
20,UCO Bank,2023-08-01 00:00:00,0.9875,0.0011,0.0077,0.0049,61.82
37,Kerala Gramin Bank,2024-06-01 00:00:00,0.9875,0.0024,0.0089,0.0036,15.64
6,HDFC Bank,2022-02-01 00:00:00,0.9875,0.0008,0.0112,0.0006,238.45
26,IDFC First Bank,2024-06-01 00:00:00,0.9875,0.0002,0.0121,0.0004,35.42
32,Tamilnad Mercantile Bank,2024-06-01 00:00:00,0.9876,0.0018,0.0009,0.0115,25.76
42,Saraswat Bank,2022-06-01 00:00:00,0.9876,0.0007,0.0018,0.0099,5.52
26,Bandhan Bank,2024-10-01 00:00:00,0.9876,0.0006,0.0023,0.0101,43.86
14,Bank of India,2024-04-01 00:00:00,0.9876,0.0016,0.004,0.0084,197.52
5,ICICI Bank,2023-05-01 00:00:00,0.9876,0.0022,0.0063,0.0039,624.05
24,Karnataka Bank,2023-11-01 00:00:00,0.9876,0.0002,0.0067,0.0058,39.12
14,Bank of India,2024-09-01 00:00:00,0.9876,0.0016,0.0083,0.0041,209.89
40,Andhra Pradesh Grameena Vikas Bank,2023-11-01 00:00:00,0.9876,0.0007,0.0087,0.0037,11.19
30,South Indian Bank,2024-07-01 00:00:00,0.9876,0.0006,0.0096,0.0027,35.99
28,South Indian Bank,2024-05-01 00:00:00,0.9876,0.0002,0.0115,0.0009,34.01
25,IDFC First Bank,2024-05-01 00:00:00,0.9876,0.0001,0.0117,0.0007,36.08
31,Tamilnad Mercantile Bank,2022-11-01 00:00:00,0.9877,0.0016,0.0026,0.0081,11.78
45,ESAF Small Finance Bank Ltd,2022-03-01 00:00:00,0.9877,0.0009,0.0032,0.0082,4.83
40,Jio Payments Bank,2024-04-01 00:00:00,0.9877,0.0047,0.0037,0.0086,13.01
21,IDBI Bank,2023-10-01 00:00:00,0.9877,0.0029,0.0046,0.0077,60.68
8,Union Bank of India,2023-02-01 00:00:00,0.9878,0.0033,0.0023,0.0066,227.08
40,Baroda U.P. Bank,2024-10-01 00:00:00,0.9878,0.0034,0.0026,0.0096,15.99
38,Jammu and Kashmir Bank,2023-01-01 00:00:00,0.9878,0.0004,0.0052,0.0066,8.93
18,IDBI Bank,2022-04-01 00:00:00,0.9878,0.0018,0.0073,0.0032,44.19
4,HDFC Bank,2024-11-01 00:00:00,0.9878,0.0002,0.0097,0.0025,740.76
4,HDFC Bank,2024-07-01 00:00:00,0.9878,0.0003,0.0098,0.0023,690.05
41,RBL,2023-02-01 00:00:00,0.9878,0.0002,0.0112,0.0009,7.24
30,Tamilnad Mercantile Bank,2023-10-01 00:00:00,0.9879,0.0013,0.0034,0.0087,18.78
46,Rajasthan Marudhara Gramin Bank,2024-06-01 00:00:00,0.9879,0.0023,0.0046,0.0076,11.14
15,Airtel Payments Bank,2022-12-01 00:00:00,0.9879,0.003,0.0053,0.0037,93.38
25,Karnataka Bank,2023-09-01 00:00:00,0.9879,0.0001,0.006,0.0062,37.09
40,Kerala Gramin Bank,2022-08-01 00:00:00,0.9879,0.0031,0.0063,0.0058,6.83
6,HDFC Bank,2022-08-01 00:00:00,0.9879,0.0016,0.0065,0.0057,339.5
25,RBL,2024-06-01 00:00:00,0.9879,0.0017,0.009,0.0031,36.15
36,Punjab and Sind Bank,2024-06-01 00:00:00,0.9879,0.0003,0.0099,0.0022,16.82
4,HDFC Bank,2024-06-01 00:00:00,0.9879,0.0005,0.0106,0.0015,653.68
6,HDFC Bank,2024-03-01 00:00:00,0.9879,0.0002,0.0119,0.0002,643.37
14,Airtel Payments Bank,2023-01-01 00:00:00,0.988,0.003,0.0045,0.0045,108.8
41,RBL,2023-03-01 00:00:00,0.988,0.0009,0.0075,0.0036,8.54
30,AU Small Finance Bank,2023-09-01 00:00:00,0.988,0.0008,0.0108,0.0013,21.31
31,AU Small Finance Bank,2024-08-01 00:00:00,0.988,0.0001,0.0118,0.0002,36.23
8,Union Bank of India,2022-09-01 00:00:00,0.9881,0.0022,0.0029,0.0089,213.97
21,IDBI Bank,2023-05-01 00:00:00,0.9881,0.0017,0.0042,0.006,53.37
19,IDBI Bank,2022-10-01 00:00:00,0.9882,0.0026,0.0043,0.0049,50.52
13,Bank of India,2022-10-01 00:00:00,0.9883,0.0015,0.0026,0.0076,134.01
16,IndusInd Bank,2024-01-01 00:00:00,0.9883,0.001,0.0054,0.0062,129
23,RBL,2024-07-01 00:00:00,0.9883,0.0015,0.0058,0.0059,51.19
45,Maharashtra Gramin Bank,2024-06-01 00:00:00,0.9884,0.0011,0.0018,0.0098,11.6
23,Bank of Maharashtra,2023-12-01 00:00:00,0.9884,0.0015,0.0028,0.0088,52.68
35,Ujjivan Small Finance Bank,2022-03-01 00:00:00,0.9884,0.0046,0.0038,0.0032,8.47
12,Kotak Mahindra Bank,2023-01-01 00:00:00,0.9884,0.003,0.005,0.0036,170.88
25,Karur Vysya Bank,2022-01-01 00:00:00,0.9884,0.0022,0.0058,0.0036,18.68
20,UCO Bank,2023-12-01 00:00:00,0.9884,0.0011,0.0068,0.0048,73.18
18,IDBI Bank,2022-01-01 00:00:00,0.9884,0.0018,0.0076,0.0022,38.58
20,UCO Bank,2023-10-01 00:00:00,0.9884,0.0017,0.008,0.0036,67.14
5,ICICI Bank,2022-02-01 00:00:00,0.9884,0.0007,0.0093,0.0017,291.95
27,IDFC First Bank,2024-09-01 00:00:00,0.9884,0.0001,0.0111,0.0005,39.31
37,Kerala Gramin Bank,2023-03-01 00:00:00,0.9885,0.0026,0.0019,0.0071,9.92
40,Kerala Gramin Bank,2022-02-01 00:00:00,0.9885,0.003,0.0029,0.0056,4.83
38,Andhra Pradesh Grameena Vikas Bank,2024-04-01 00:00:00,0.9885,0.0008,0.0056,0.0059,13.65
31,City Union Bank,2022-04-01 00:00:00,0.9885,0.0004,0.0079,0.0031,10.72
25,IDFC First Bank,2023-10-01 00:00:00,0.9885,0,0.0107,0.0008,52.06
4,HDFC Bank,2024-05-01 00:00:00,0.9885,0.0003,0.011,0.0006,652.69
44,ESAF Small Finance Bank Ltd,2023-05-01 00:00:00,0.9886,0.0012,0.0013,0.0089,7.62
23,Bank of Maharashtra,2023-02-01 00:00:00,0.9886,0.002,0.003,0.0065,37.78
19,Indian Overseas Bank,2024-01-01 00:00:00,0.9886,0.0028,0.0039,0.0075,76.93
6,HDFC Bank,2023-03-01 00:00:00,0.9886,0.0019,0.0053,0.0042,443.88
20,UCO Bank,2023-07-01 00:00:00,0.9886,0.0012,0.0068,0.0047,57.89
20,Bank of Maharashtra,2022-02-01 00:00:00,0.9887,0.0017,0.003,0.0066,29.8
39,Andhra Pradesh Grameena Vikas Bank,2024-05-01 00:00:00,0.9887,0.0015,0.0045,0.0067,13.89
24,Karnataka Bank,2024-10-01 00:00:00,0.9887,0.0005,0.0062,0.0051,58.52
8,Union Bank of India,2022-01-01 00:00:00,0.9887,0.0035,0.0063,0.0016,157.03
31,City Union Bank,2023-08-01 00:00:00,0.9887,0.0008,0.0077,0.0036,16.91
9,Canara Bank,2024-09-01 00:00:00,0.9887,0.0007,0.0081,0.0032,376.48
18,Indian Overseas Bank,2024-05-01 00:00:00,0.9887,0.0012,0.0089,0.0024,93.82
8,Union Bank of India,2024-09-01 00:00:00,0.9888,0.0023,0.001,0.0101,376.52
5,ICICI Bank,2022-12-01 00:00:00,0.9888,0.0004,0.0038,0.0071,543.27
27,IDFC First Bank,2024-10-01 00:00:00,0.9888,0.0001,0.0109,0.0003,43.61
16,IndusInd Bank,2023-05-01 00:00:00,0.9889,0.0041,0.002,0.005,93
13,Federal Bank,2022-01-01 00:00:00,0.9889,0.0016,0.0026,0.0069,90.94
7,Bank of Baroda,2023-01-01 00:00:00,0.9889,0.0037,0.0028,0.0045,247.34
15,Airtel Payments Bank,2023-07-01 00:00:00,0.9889,0.0046,0.0038,0.0073,124.06
10,Canara Bank,2023-07-01 00:00:00,0.9889,0.0023,0.0043,0.0068,223.29
29,South Indian Bank,2024-06-01 00:00:00,0.9889,0.0001,0.0108,0.0003,34.18
8,Union Bank of India,2024-02-01 00:00:00,0.989,0.0043,0.0013,0.0097,322.91
3,State Bank of India,2022-10-01 00:00:00,0.989,0.0005,0.0023,0.0081,889.56
35,Punjab and Sind Bank,2022-09-01 00:00:00,0.989,0.0022,0.0024,0.0086,8.91
45,ESAF Small Finance Bank Ltd,2022-04-01 00:00:00,0.989,0.0003,0.0028,0.0078,4.82
16,IndusInd Bank,2022-11-01 00:00:00,0.989,0.0028,0.0046,0.0036,62.72
36,Punjab and Sind Bank,2022-08-01 00:00:00,0.9891,0.0018,0.0024,0.0084,8.67
23,Bank of Maharashtra,2023-06-01 00:00:00,0.9891,0.0019,0.0024,0.0066,41.63
14,Indian Bank,2023-05-01 00:00:00,0.9891,0.0048,0.003,0.0032,132.71
26,Karur Vysya Bank,2023-05-01 00:00:00,0.9891,0.0006,0.0043,0.0061,27.2
18,IDBI Bank,2022-06-01 00:00:00,0.9891,0.0008,0.0064,0.0038,45.27
35,Ujjivan Small Finance Bank,2024-08-01 00:00:00,0.9891,0.0015,0.0077,0.0032,22.97
6,HDFC Bank,2022-03-01 00:00:00,0.9891,0.0014,0.0092,0.0003,275.06
3,State Bank of India,2024-02-01 00:00:00,0.9892,0.0009,0.0014,0.0093,1350.11
45,Maharashtra Gramin Bank,2024-11-01 00:00:00,0.9892,0.001,0.0014,0.0095,11.55
39,Cosmos Bank,2024-07-01 00:00:00,0.9892,0.0009,0.0016,0.0092,15.36
23,Bank of Maharashtra,2024-01-01 00:00:00,0.9892,0.0014,0.0024,0.0084,53.88
14,Indian Bank,2022-12-01 00:00:00,0.9892,0.0023,0.0027,0.0057,101.77
15,India Post Payment Bank,2024-06-01 00:00:00,0.9892,0.0017,0.0028,0.008,137.69
19,Indian Overseas Bank,2022-11-01 00:00:00,0.9892,0.0021,0.0028,0.0059,50.3
35,Kerala Gramin Bank,2024-04-01 00:00:00,0.9892,0.0054,0.003,0.0077,14.82
5,ICICI Bank,2023-01-01 00:00:00,0.9892,0.0005,0.0034,0.0068,554.66
7,Bank of Baroda,2022-06-01 00:00:00,0.9892,0.0044,0.0037,0.0027,202.6
41,Andhra Pradesh Grameena Vikas Bank,2024-09-01 00:00:00,0.9892,0.0015,0.004,0.0068,13.71
35,Pragathi Krishna Gramin Bank,2022-10-01 00:00:00,0.9892,0.0028,0.0046,0.0034,8.76
20,UCO Bank,2022-06-01 00:00:00,0.9892,0.002,0.0048,0.004,37.03
45,Rajasthan Marudhara Gramin Bank,2023-12-01 00:00:00,0.9892,0.001,0.005,0.0058,9.36
40,Andhra Pradesh Grameena Vikas Bank,2023-10-01 00:00:00,0.9892,0.0007,0.0073,0.0035,11.32
14,Indian Bank,2024-02-01 00:00:00,0.9892,0.0004,0.0088,0.002,197.87
16,IndusInd Bank,2023-11-01 00:00:00,0.9893,0.0043,0.0043,0.0064,135.4
17,IndusInd Bank,2022-04-01 00:00:00,0.9893,0.0049,0.0047,0.0011,56.25
13,Indian Bank,2023-12-01 00:00:00,0.9893,0.0004,0.0067,0.004,182.11
33,Ujjivan Small Finance Bank,2024-04-01 00:00:00,0.9893,0.0011,0.0092,0.0015,21.39
14,Indian Bank,2024-03-01 00:00:00,0.9893,0.0014,0.0095,0.0012,225.26
12,Airtel Payments Bank,2024-06-01 00:00:00,0.9894,0.0015,0.0034,0.0072,251.18
7,Bank of Baroda,2022-02-01 00:00:00,0.9894,0.0028,0.0039,0.0039,160.4
36,Kerala Gramin Bank,2023-01-01 00:00:00,0.9894,0.0028,0.0047,0.003,9.19
4,HDFC Bank,2024-10-01 00:00:00,0.9894,0.0001,0.0104,0.0002,814.86
19,Indian Overseas Bank,2023-06-01 00:00:00,0.9895,0.003,0.0037,0.0039,59.1
21,UCO Bank,2023-03-01 00:00:00,0.9895,0.0003,0.0067,0.0035,51.56
35,Ujjivan Small Finance Bank,2024-09-01 00:00:00,0.9895,0.0017,0.0082,0.0023,23.05
10,Canara Bank,2024-07-01 00:00:00,0.9895,0.0017,0.0083,0.0021,326.46
34,City Union Bank,2024-10-01 00:00:00,0.9895,0,0.0092,0.0012,26.07
8,Union Bank of India,2022-12-01 00:00:00,0.9896,0.0019,0.0027,0.0058,242.13
8,Union Bank of India,2022-08-01 00:00:00,0.9896,0.0013,0.0029,0.0074,212.56
8,Union Bank of India,2022-02-01 00:00:00,0.9896,0.0034,0.0047,0.0022,154.66
16,Airtel Payments Bank,2022-04-01 00:00:00,0.9896,0.0018,0.0052,0.0034,58.17
45,Jio Payments Bank,2024-03-01 00:00:00,0.9896,0.0008,0.0059,0.0045,11.55
13,Indian Bank,2024-01-01 00:00:00,0.9896,0.001,0.0077,0.0027,192.09
31,Jammu and Kashmir Bank,2024-03-01 00:00:00,0.9896,0.0021,0.0078,0.0026,25.44
8,Union Bank of India,2023-10-01 00:00:00,0.9897,0.0022,0.0024,0.008,314.34
42,Cosmos Bank,2023-04-01 00:00:00,0.9897,0.0032,0.0027,0.0044,8.23
22,Bank of Maharashtra,2024-06-01 00:00:00,0.9897,0.0016,0.0032,0.0071,60.84
39,Pragathi Krishna Gramin Bank,2023-09-01 00:00:00,0.9897,0.0048,0.0041,0.0062,10.87
17,IndusInd Bank,2022-02-01 00:00:00,0.9897,0.0033,0.0045,0.0024,43.7
18,IDBI Bank,2022-07-01 00:00:00,0.9897,0.0006,0.0052,0.0044,47.4
9,Canara Bank,2022-06-01 00:00:00,0.9897,0.001,0.0052,0.0041,148.36
40,Saraswat Bank,2022-01-01 00:00:00,0.9897,0.0011,0.0068,0.0024,4.93
13,Indian Bank,2024-04-01 00:00:00,0.9897,0.0013,0.0091,0.0011,220.9
